id,project_a,project_b,star_count_a,fork_count_a,star_count_b,fork_count_b
2708,React Hooks library for remote data fetching  featuring mutations  pagination  and Suspense.,rust-smallvec: Inline storage vector optimized for small sizes  featuring no_std support and enhanced performance.,0,0,0,0
2716,AbortController polyfill for consistent cross-browser AbortSignal/AbortController API usage (TypeScript).,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.,0,0,0,0
2717,AbortController polyfill for consistent cross-browser AbortSignal/AbortController API usage (TypeScript).,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.,0,0,0,0
2718,AbortController polyfill for consistent cross-browser AbortSignal/AbortController API usage (TypeScript).,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,0,0,0,0
2722,AbortController polyfill for consistent cross-browser AbortSignal/AbortController API usage (TypeScript).,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,0,0,0,0
2724,AbortController polyfill for consistent cross-browser AbortSignal/AbortController API usage (TypeScript).,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.,0,0,0,0
2729,AbortController polyfill for consistent cross-browser AbortSignal/AbortController API usage (TypeScript).,macOS library providing process information access via automated bindings and a C API.,0,0,0,0
2737,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,0,0,0,0
2740,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,0,0,0,0
2746,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.,0,0,0,0
2747,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.,Fast JavaScript deep equality check with TypeScript support and optimized performance.,0,0,0,0
2750,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.,0,0,0,0
2752,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.,0,0,0,0
2753,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.,0,0,0,0
2755,Object-schema: A config merging/validation library with subschema support and custom error handling.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.,0,0,0,0
2757,Object-schema: A config merging/validation library with subschema support and custom error handling.,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.,0,0,0,0
2758,Object-schema: A config merging/validation library with subschema support and custom error handling.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.,0,0,0,0
2763,Object-schema: A config merging/validation library with subschema support and custom error handling.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.,0,0,0,0
2764,Object-schema: A config merging/validation library with subschema support and custom error handling.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.,0,0,0,0
2767,Object-schema: A config merging/validation library with subschema support and custom error handling.,Fast JavaScript deep equality check with TypeScript support and optimized performance.,0,0,0,0
2769,Object-schema: A config merging/validation library with subschema support and custom error handling.,macOS library providing process information access via automated bindings and a C API.,0,0,0,0
2772,Object-schema: A config merging/validation library with subschema support and custom error handling.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.,0,0,0,0
2777,Object-schema: A config merging/validation library with subschema support and custom error handling.,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.,0,0,0,0
2779,Object-schema: A config merging/validation library with subschema support and custom error handling.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.,0,0,0,0
2781,Object-schema: A config merging/validation library with subschema support and custom error handling.,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.,0,0,0,0
2784,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,0,0,0,0
2785,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,0,0,0,0
2786,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,Prettier is a JavaScript code formatter supporting multiple languages  focusing on consistent style  performance  and extensibility.,0,0,0,0
2789,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,Redux-Saga simplifies async side effects in JavaScript apps using generators  channels  and declarative effects.,0,0,0,0
2795,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.,0,0,0,0
2804,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.,0,0,0,0
2806,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.,0,0,0,0
2808,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.,0,0,0,0
2813,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,macOS library providing process information access via automated bindings and a C API.,0,0,0,0
2818,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,Object-schema: A config merging/validation library with subschema support and custom error handling.,0,0,0,0
2819,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,0,0,0,0
2821,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,0,0,0,0
2823,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.,0,0,0,0
2824,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,NumPy: Scientific computing library for Python with multi-dimensional arrays  linear algebra  and optimized numerical operations.,0,0,0,0
2834,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,0,0,0,0
2835,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,0,0,0,0
2837,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.,0,0,0,0
2841,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.,0,0,0,0
2845,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.,0,0,0,0
2852,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.,0,0,0,0
2855,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,Go Minisign library: key generation  signing  verification  and prehashed signature support.,0,0,0,0
2860,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,0,0,0,0
2862,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,0,0,0,0
2867,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,0,0,0,0
2872,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.,0,0,0,0
2873,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,macOS library providing process information access via automated bindings and a C API.,0,0,0,0
2874,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,NumPy: Scientific computing library for Python with multi-dimensional arrays  linear algebra  and optimized numerical operations.,0,0,0,0
2877,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.,0,0,0,0
2883,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.,0,0,0,0
2892,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.,0,0,0,0
2896,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.,0,0,0,0
2897,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.,0,0,0,0
2898,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,0,0,0,0
2904,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,Object-schema: A config merging/validation library with subschema support and custom error handling.,0,0,0,0
2910,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.,0,0,0,0
2911,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,macOS library providing process information access via automated bindings and a C API.,0,0,0,0
2913,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.,0,0,0,0
2917,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.,0,0,0,0
2919,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.,0,0,0,0
2922,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.,0,0,0,0
2924,JavaScript YAML parser and dumper with security and performance enhancements.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.,0,0,0,0
2934,JavaScript YAML parser and dumper with security and performance enhancements.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.,0,0,0,0
2936,JavaScript YAML parser and dumper with security and performance enhancements.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,0,0,0,0
2938,JavaScript YAML parser and dumper with security and performance enhancements.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.,0,0,0,0
2942,JavaScript YAML parser and dumper with security and performance enhancements.,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,0,0,0,0
2947,JavaScript YAML parser and dumper with security and performance enhancements.,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,0,0,0,0
2948,JavaScript YAML parser and dumper with security and performance enhancements.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.,0,0,0,0
2949,JavaScript YAML parser and dumper with security and performance enhancements.,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,0,0,0,0
2952,JavaScript YAML parser and dumper with security and performance enhancements.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,0,0,0,0
2955,JavaScript YAML parser and dumper with security and performance enhancements.,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.,0,0,0,0
2960,JavaScript YAML parser and dumper with security and performance enhancements.,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.,0,0,0,0
2961,JavaScript YAML parser and dumper with security and performance enhancements.,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.,0,0,0,0
2971,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.,0,0,0,0
2972,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.,0,0,0,0
2973,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,0,0,0,0
2980,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,0,0,0,0
2981,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,0,0,0,0
2983,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,0,0,0,0
2990,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,0,0,0,0
2994,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Mocha: JavaScript test framework with async support  rich matchers  and a flexible reporter API.,0,0,0,0
2995,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.,0,0,0,0
2996,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,0,0,0,0
2997,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,0,0,0,0
2999,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.,0,0,0,0
3001,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,0,0,0,0
3002,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,0,0,0,0
3008,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Fast JavaScript string manipulation library with sourcemap support and bundling for code transformations.,0,0,0,0
3012,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Go Minisign library: key generation  signing  verification  and prehashed signature support.,0,0,0,0
3013,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.,0,0,0,0
3014,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.,0,0,0,0
3018,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Object-schema: A config merging/validation library with subschema support and custom error handling.,0,0,0,0
3019,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,0,0,0,0
3024,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,0,0,0,0
3025,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,NumPy: Scientific computing library for Python with multi-dimensional arrays  linear algebra  and optimized numerical operations.,0,0,0,0
3028,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,0,0,0,0
3032,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,0,0,0,0
3034,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Prettier is a JavaScript code formatter supporting multiple languages  focusing on consistent style  performance  and extensibility.,0,0,0,0
3036,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.,0,0,0,0
3037,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,0,0,0,0
3039,JavaScript serializer for complex data structures (RegExp  functions) optimized for server-side rendering.,macOS library providing process information access via automated bindings and a C API.,0,0,0,0
3046,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.,0,0,0,0
3047,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,0,0,0,0
3050,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.,0,0,0,0
3053,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,ESLint plugin enforcing import best practices  resolving paths  with TypeScript support and performance optimizations.,0,0,0,0
3058,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,Go Minisign library: key generation  signing  verification  and prehashed signature support.,0,0,0,0
3059,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.,0,0,0,0
3060,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.,0,0,0,0
3069,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.,0,0,0,0
3072,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.,0,0,0,0
3077,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.,0,0,0,0
3078,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,0,0,0,0
3081,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,0,0,0,0
3084,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.,0,0,0,0
3086,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.,0,0,0,0
3090,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.,0,0,0,0
3091,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,Object-schema: A config merging/validation library with subschema support and custom error handling.,0,0,0,0
3092,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.,0,0,0,0
3095,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,Fast JavaScript deep equality check with TypeScript support and optimized performance.,0,0,0,0
3097,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.,0,0,0,0
3098,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,macOS library providing process information access via automated bindings and a C API.,0,0,0,0
3099,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.,0,0,0,0
3101,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,0,0,0,0
3103,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,JavaScript YAML parser and dumper with security and performance enhancements.,0,0,0,0
3117,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,0,0,0,0
3122,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.,0,0,0,0
3123,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,0,0,0,0
3126,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,0,0,0,0
3131,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.,0,0,0,0
3132,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,0,0,0,0
3134,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,0,0,0,0
3136,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.,0,0,0,0
3139,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,NumPy: Scientific computing library for Python with multi-dimensional arrays  linear algebra  and optimized numerical operations.,0,0,0,0
3143,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.,0,0,0,0
3146,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,Prettier is a JavaScript code formatter supporting multiple languages  focusing on consistent style  performance  and extensibility.,0,0,0,0
3148,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.,0,0,0,0
3150,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.,macOS library providing process information access via automated bindings and a C API.,0,0,0,0
3157,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.,0,0,0,0
3163,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,React Hooks library for remote data fetching  featuring mutations  pagination  and Suspense.,0,0,0,0
3164,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,ESLint plugin enforcing import best practices  resolving paths  with TypeScript support and performance optimizations.,0,0,0,0
3166,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,0,0,0,0
3168,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.,0,0,0,0
3173,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,0,0,0,0
3180,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,0,0,0,0
3181,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,0,0,0,0
3201,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.,0,0,0,0
3202,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.,0,0,0,0
3204,Vitest: Blazing fast Vite-powered unit testing with browser support  rich matchers  and a flexible reporter API.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.,0,0,0,0
3208,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.,0,0,0,0
3211,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,0,0,0,0
3213,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.,0,0,0,0
3214,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.,0,0,0,0
3216,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.,0,0,0,0
3225,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.,0,0,0,0
3229,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.,0,0,0,0
3232,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,0,0,0,0
3235,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.,0,0,0,0
3237,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.,0,0,0,0
3238,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,0,0,0,0
3239,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.,0,0,0,0
3240,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.,0,0,0,0
3245,rust-smallvec: Inline storage vector optimized for small sizes  featuring no_std support and enhanced performance.,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,0,0,0,0
